wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
5.0,1.0,0.0,7.0,16.0,6.0,4.0,3.0,5.0,0.75,79.0,1.0,0.0,0.0,0.333333,0.0,0.0,14.4,7.0,2.0,0
6.0,1.0,0.0,8.0,6.0,15.0,3.0,5.0,6.0,2.0,6.0,0.0,0.0,0.0,0.452381,0.0,0.0,0.0,1.0,1.0,0
4.0,1.0,0.0,11.0,17.0,4.0,2.0,9.0,4.0,0.666667,74.0,1.0,1.0,0.0,0.5,0.0,0.0,17.25,6.0,2.0,0
3.0,1.0,0.0,2.0,19.0,1.0,0.0,2.0,3.0,1.0,74.0,0.5,0.0,0.0,0.5,0.0,0.0,23.0,1.0,0.6667,0
23.0,1.0,0.0,5.0,24.0,231.0,5.0,0.0,23.0,0.954545,114.0,1.0,0.0,0.0,0.295652,0.0,0.0,3.478261,1.0,0.9565,0
1.0,1.0,0.0,3.0,1.0,0.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0
1.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,0
5.0,1.0,0.0,4.0,13.0,0.0,3.0,1.0,5.0,0.0,38.0,1.0,0.0,0.0,0.533333,0.0,0.0,6.4,1.0,0.8,0
19.0,1.0,0.0,1.0,23.0,149.0,0.0,1.0,18.0,0.944444,177.0,1.0,0.0,0.0,0.473684,0.0,0.0,7.736842,3.0,1.4737,0
13.0,1.0,0.0,6.0,14.0,42.0,5.0,1.0,13.0,0.833333,82.0,1.0,1.0,0.0,0.353846,0.0,0.0,4.846154,1.0,0.9231,0
5.0,1.0,0.0,5.0,18.0,6.0,0.0,5.0,4.0,0.5,73.0,1.0,1.0,0.0,0.583333,0.0,0.0,13.2,1.0,0.6,0
1.0,4.0,0.0,2.0,2.0,0.0,0.0,2.0,1.0,2.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0
10.0,1.0,0.0,6.0,18.0,33.0,0.0,6.0,9.0,0.904762,93.0,1.0,3.0,0.0,0.269841,0.0,0.0,7.6,1.0,0.8,0
6.0,1.0,0.0,5.0,15.0,9.0,0.0,5.0,5.0,0.2,87.0,1.0,1.0,0.0,0.5,0.0,0.0,13.333333,4.0,1.6667,0
13.0,3.0,0.0,7.0,32.0,40.0,0.0,7.0,11.0,0.864583,186.0,1.0,1.0,0.657143,0.461538,2.0,2.0,12.692308,4.0,1.1538,0
1.0,4.0,0.0,2.0,2.0,0.0,0.0,2.0,1.0,2.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0
0.0,1.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8.0,1.0,0.0,3.0,14.0,0.0,1.0,2.0,8.0,0.666667,122.0,1.0,2.0,0.0,0.40625,1.0,1.0,13.875,10.0,2.125,0
7.0,1.0,0.0,4.0,12.0,1.0,3.0,1.0,7.0,0.444444,85.0,1.0,0.0,0.0,0.571429,0.0,0.0,10.714286,4.0,1.1429,0
0.0,1.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4.0,2.0,0.0,2.0,11.0,4.0,0.0,2.0,4.0,0.666667,51.0,1.0,0.0,0.8125,0.4375,1.0,1.0,11.5,4.0,1.5,0
2.0,1.0,0.0,2.0,2.0,1.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,1.0,1.0,0
6.0,4.0,0.0,7.0,23.0,13.0,0.0,7.0,6.0,0.8,164.0,1.0,0.0,0.918033,0.388889,1.0,2.0,26.166667,3.0,1.1667,0
24.0,1.0,0.0,9.0,33.0,238.0,7.0,2.0,24.0,0.966555,166.0,0.846154,2.0,0.0,0.182292,1.0,1.0,5.375,6.0,1.2083,0
11.0,1.0,0.0,6.0,44.0,53.0,0.0,6.0,11.0,0.9,180.0,1.0,0.0,0.0,0.545455,0.0,0.0,15.272727,6.0,2.0909,0
1.0,3.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,2.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0
7.0,1.0,0.0,7.0,16.0,15.0,0.0,7.0,6.0,0.9,92.0,1.0,2.0,0.0,0.366667,0.0,0.0,11.428571,2.0,0.8571,0
11.0,1.0,0.0,4.0,15.0,37.0,4.0,0.0,11.0,0.9,103.0,1.0,0.0,0.0,0.290909,1.0,1.0,7.909091,7.0,1.5455,0
2.0,1.0,0.0,1.0,8.0,1.0,1.0,0.0,2.0,2.0,32.0,0.0,0.0,0.0,0.5,0.0,0.0,15.0,2.0,1.0,0
43.0,1.0,0.0,22.0,110.0,563.0,0.0,22.0,40.0,0.931677,1202.0,1.0,9.0,0.0,0.131579,0.0,0.0,26.418605,2.0,1.093,0
4.0,3.0,1.0,1.0,8.0,6.0,1.0,0.0,4.0,2.0,20.0,0.0,0.0,1.0,0.666667,0.0,0.0,4.0,0.0,0.0,0
3.0,2.0,0.0,2.0,12.0,3.0,1.0,1.0,3.0,2.0,33.0,0.0,0.0,0.882353,0.555556,1.0,1.0,10.0,1.0,0.6667,0
6.0,4.0,0.0,13.0,30.0,9.0,0.0,13.0,2.0,0.8,131.0,1.0,1.0,0.936508,0.466667,1.0,3.0,20.166667,1.0,0.6667,0
18.0,1.0,0.0,11.0,46.0,79.0,0.0,11.0,18.0,0.847059,174.0,1.0,4.0,0.0,0.194444,0.0,0.0,8.388889,3.0,1.1111,0
5.0,1.0,0.0,3.0,10.0,8.0,1.0,3.0,3.0,0.75,26.0,1.0,0.0,0.0,0.5,0.0,0.0,4.0,1.0,0.6,0
20.0,1.0,0.0,19.0,68.0,70.0,0.0,19.0,16.0,0.836842,562.0,1.0,8.0,0.0,0.148607,0.0,0.0,26.6,1.0,0.9,0
3.0,1.0,0.0,4.0,4.0,1.0,3.0,1.0,3.0,0.5,14.0,1.0,0.0,0.0,0.666667,0.0,0.0,3.333333,1.0,0.6667,0
41.0,1.0,0.0,36.0,166.0,490.0,0.0,36.0,37.0,0.915476,2090.0,1.0,9.0,0.0,0.126389,0.0,0.0,49.463415,7.0,1.7073,0
20.0,1.0,0.0,9.0,20.0,190.0,4.0,5.0,20.0,2.0,20.0,0.0,0.0,0.0,0.407143,0.0,0.0,0.0,1.0,1.0,0
3.0,1.0,0.0,4.0,10.0,3.0,0.0,4.0,3.0,2.0,27.0,0.0,0.0,0.0,0.833333,0.0,0.0,8.0,1.0,0.6667,0
14.0,1.0,0.0,15.0,21.0,63.0,14.0,1.0,14.0,0.910256,112.0,1.0,1.0,0.0,0.285714,1.0,1.0,6.571429,6.0,1.3571,0
7.0,1.0,0.0,11.0,33.0,9.0,0.0,11.0,7.0,0.791667,194.0,1.0,2.0,0.0,0.25,0.0,0.0,26.142857,16.0,3.0,0
7.0,1.0,0.0,1.0,11.0,7.0,1.0,0.0,7.0,0.833333,83.0,1.0,0.0,0.0,0.357143,1.0,1.0,10.428571,7.0,1.8571,0
15.0,1.0,0.0,2.0,19.0,83.0,0.0,2.0,15.0,0.928571,123.0,1.0,2.0,0.0,0.209524,1.0,1.0,6.733333,7.0,1.4,0
3.0,1.0,0.0,4.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,0.0,0.0,0.0,0.666667,0.0,0.0,0.0,1.0,1.0,0
1.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0
8.0,1.0,0.0,2.0,26.0,20.0,0.0,2.0,7.0,1.0,127.0,0.285714,0.0,0.0,0.452381,0.0,0.0,14.0,4.0,1.25,0
13.0,1.0,0.0,5.0,19.0,58.0,4.0,1.0,13.0,0.916667,84.0,1.0,2.0,0.0,0.230769,1.0,1.0,5.0,2.0,1.0,0
13.0,1.0,0.0,24.0,13.0,78.0,19.0,5.0,13.0,2.0,13.0,0.0,0.0,0.0,0.32967,0.0,0.0,0.0,1.0,1.0,0
12.0,1.0,0.0,9.0,29.0,26.0,1.0,8.0,9.0,0.80303,199.0,1.0,0.0,0.0,0.431818,0.0,0.0,15.083333,4.0,1.1667,0
5.0,1.0,2.0,4.0,21.0,8.0,2.0,2.0,5.0,0.25,99.0,1.0,0.0,0.0,0.45,0.0,0.0,18.6,1.0,0.8,0
2.0,1.0,0.0,6.0,2.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0
11.0,2.0,0.0,2.0,30.0,31.0,0.0,2.0,9.0,0.8,196.0,1.0,0.0,0.6,0.363636,0.0,0.0,16.363636,1.0,0.9091,0
1.0,1.0,0.0,3.0,1.0,0.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0
4.0,5.0,0.0,3.0,8.0,6.0,2.0,1.0,4.0,2.0,20.0,0.0,0.0,1.0,0.666667,0.0,0.0,4.0,0.0,0.0,0
17.0,2.0,0.0,4.0,33.0,58.0,1.0,4.0,12.0,0.851563,254.0,1.0,0.0,0.483871,0.198529,0.0,0.0,13.470588,4.0,1.1176,0
1.0,1.0,0.0,6.0,1.0,0.0,3.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0
13.0,1.0,0.0,9.0,26.0,0.0,6.0,3.0,12.0,0.833333,183.0,0.5,1.0,0.0,0.277778,1.0,1.0,12.615385,10.0,1.6154,0
17.0,1.0,0.0,27.0,25.0,108.0,25.0,4.0,17.0,0.90625,158.0,1.0,1.0,0.0,0.245098,1.0,1.0,7.941176,7.0,1.4118,0
8.0,1.0,0.0,3.0,18.0,28.0,0.0,3.0,8.0,2.0,43.0,0.0,0.0,0.0,0.4375,0.0,0.0,4.375,2.0,1.125,0
6.0,1.0,0.0,9.0,16.0,13.0,3.0,6.0,5.0,0.8,43.0,1.0,0.0,0.0,0.266667,0.0,0.0,6.0,2.0,0.8333,0
22.0,3.0,0.0,6.0,56.0,123.0,1.0,5.0,17.0,0.836735,445.0,1.0,1.0,0.522727,0.309091,1.0,1.0,18.590909,5.0,1.4545,0
5.0,1.0,0.0,9.0,5.0,10.0,5.0,4.0,5.0,2.0,5.0,0.0,0.0,0.0,0.433333,0.0,0.0,0.0,1.0,1.0,0
5.0,1.0,0.0,18.0,6.0,6.0,18.0,0.0,5.0,0.5,30.0,1.0,0.0,0.0,0.8,0.0,0.0,4.6,1.0,0.8,0
11.0,1.0,0.0,2.0,11.0,55.0,2.0,0.0,11.0,2.0,11.0,0.0,0.0,0.0,0.954545,0.0,0.0,0.0,1.0,1.0,0
36.0,1.0,0.0,17.0,43.0,576.0,13.0,4.0,36.0,0.968067,227.0,1.0,6.0,0.0,0.122685,1.0,1.0,4.833333,6.0,1.1389,0
10.0,4.0,0.0,4.0,20.0,45.0,0.0,4.0,7.0,2.0,138.0,0.0,0.0,0.861538,0.625,0.0,0.0,12.8,2.0,1.0,0
2.0,4.0,0.0,3.0,5.0,1.0,0.0,3.0,2.0,2.0,13.0,0.0,0.0,0.982456,0.75,0.0,0.0,5.5,1.0,0.5,0
5.0,1.0,0.0,1.0,6.0,6.0,1.0,0.0,5.0,0.75,24.0,1.0,0.0,0.0,0.7,0.0,0.0,3.4,1.0,0.8,0
5.0,1.0,0.0,4.0,6.0,0.0,3.0,1.0,5.0,0.5,30.0,1.0,0.0,0.0,0.6,0.0,0.0,4.6,1.0,0.8,0
4.0,1.0,0.0,5.0,4.0,6.0,2.0,3.0,4.0,2.0,4.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,1.0,1.0,0
5.0,1.0,0.0,3.0,34.0,10.0,2.0,1.0,5.0,1.25,149.0,1.0,0.0,0.0,0.228571,0.0,0.0,28.6,6.0,1.8,0
0.0,1.0,0.0,4.0,0.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2.0,4.0,0.0,8.0,11.0,1.0,0.0,8.0,2.0,2.0,32.0,0.0,0.0,0.982456,1.0,0.0,0.0,15.0,1.0,0.5,0
3.0,1.0,0.0,4.0,7.0,3.0,4.0,0.0,3.0,1.5,36.0,1.0,0.0,0.0,0.5,0.0,0.0,10.333333,2.0,1.3333,0
5.0,2.0,0.0,6.0,22.0,6.0,0.0,6.0,4.0,0.75,102.0,1.0,0.0,0.8125,0.4375,1.0,1.0,19.0,2.0,0.8,0
9.0,1.0,0.0,0.0,10.0,28.0,0.0,0.0,9.0,0.925,45.0,1.0,0.0,0.0,0.481481,0.0,0.0,3.444444,1.0,0.8889,0
0.0,1.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
17.0,1.0,0.0,6.0,18.0,120.0,5.0,1.0,17.0,0.9375,84.0,1.0,1.0,0.0,0.294118,0.0,0.0,3.470588,1.0,0.9412,0
6.0,1.0,0.0,3.0,21.0,9.0,0.0,3.0,5.0,0.6,63.0,1.0,0.0,0.0,0.4,0.0,0.0,9.333333,2.0,0.8333,0
4.0,2.0,0.0,2.0,10.0,4.0,0.0,2.0,4.0,0.666667,53.0,1.0,0.0,0.8125,0.4375,1.0,1.0,12.0,4.0,1.5,0
1.0,4.0,0.0,2.0,2.0,0.0,0.0,2.0,1.0,2.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0
6.0,1.0,0.0,5.0,6.0,15.0,2.0,3.0,6.0,2.0,6.0,0.0,0.0,0.0,0.777778,0.0,0.0,0.0,1.0,1.0,0
4.0,5.0,0.0,3.0,8.0,6.0,2.0,1.0,4.0,2.0,20.0,0.0,0.0,1.0,0.666667,0.0,0.0,4.0,0.0,0.0,0
2.0,3.0,0.0,6.0,9.0,1.0,2.0,4.0,1.0,1.0,38.0,1.0,0.0,0.956522,0.666667,1.0,1.0,17.5,3.0,1.5,0
15.0,1.0,0.0,7.0,16.0,91.0,5.0,2.0,15.0,0.946429,75.0,1.0,3.0,0.0,0.244444,0.0,0.0,3.466667,1.0,0.9333,0
2.0,1.0,0.0,2.0,3.0,1.0,0.0,2.0,2.0,2.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,2.5,1.0,0.5,0
4.0,2.0,0.0,4.0,19.0,0.0,2.0,2.0,4.0,0.333333,113.0,1.0,0.0,0.571429,0.583333,1.0,1.0,26.75,1.0,0.75,0
1.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,2.0,8.0,0.25,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0
1.0,3.0,0.0,9.0,2.0,0.0,9.0,0.0,1.0,2.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,0
1.0,1.0,0.0,6.0,1.0,0.0,6.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0
19.0,1.0,0.0,6.0,20.0,153.0,5.0,1.0,19.0,0.944444,94.0,1.0,1.0,0.0,0.294737,0.0,0.0,3.473684,1.0,0.9474,0
14.0,1.0,0.0,3.0,15.0,79.0,3.0,0.0,14.0,0.945055,68.0,1.0,0.0,0.0,0.339286,0.0,0.0,3.357143,1.0,0.9286,0
4.0,2.0,0.0,6.0,15.0,0.0,4.0,3.0,4.0,0.333333,75.0,1.0,0.0,0.571429,0.5,1.0,1.0,17.25,1.0,0.75,0
10.0,1.0,0.0,8.0,10.0,45.0,6.0,2.0,10.0,2.0,10.0,0.0,0.0,0.0,0.58,0.0,0.0,0.0,1.0,1.0,0
0.0,1.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.0,4.0,0.0,2.0,2.0,0.0,0.0,2.0,1.0,2.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0
19.0,1.0,0.0,8.0,57.0,77.0,0.0,8.0,18.0,0.858025,314.0,1.0,2.0,0.0,0.277778,0.0,0.0,15.052632,4.0,1.2632,0
9.0,1.0,0.0,7.0,29.0,12.0,0.0,7.0,8.0,0.775,238.0,1.0,2.0,0.0,0.45,0.0,0.0,24.888889,6.0,2.2222,0
14.0,1.0,7.0,19.0,36.0,65.0,8.0,12.0,11.0,0.884615,209.0,1.0,2.0,0.0,0.214286,0.0,0.0,13.5,3.0,1.2143,0
4.0,2.0,0.0,4.0,14.0,4.0,0.0,4.0,4.0,0.666667,68.0,1.0,0.0,0.8125,0.4375,1.0,1.0,15.75,4.0,1.5,0
12.0,1.0,0.0,6.0,34.0,0.0,0.0,6.0,11.0,0.454545,132.0,1.0,1.0,0.0,0.238636,0.0,0.0,9.833333,2.0,1.0,0
10.0,1.0,0.0,8.0,29.0,25.0,0.0,8.0,9.0,0.8,197.0,1.0,2.0,0.0,0.314815,0.0,0.0,18.2,5.0,1.5,0
7.0,1.0,0.0,1.0,8.0,15.0,1.0,0.0,7.0,0.833333,34.0,1.0,0.0,0.0,0.357143,0.0,0.0,3.428571,1.0,0.8571,0
4.0,5.0,0.0,2.0,8.0,6.0,1.0,1.0,4.0,2.0,20.0,0.0,0.0,1.0,0.666667,0.0,0.0,4.0,0.0,0.0,0
44.0,3.0,23.0,55.0,128.0,730.0,23.0,32.0,39.0,0.674419,860.0,1.0,0.0,0.232143,0.185606,0.0,0.0,18.5,5.0,1.5,0
1.0,3.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,2.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,0
3.0,1.0,0.0,2.0,10.0,3.0,0.0,2.0,2.0,1.0,30.0,1.0,0.0,0.0,0.666667,0.0,0.0,8.666667,1.0,0.3333,0
4.0,1.0,0.0,4.0,4.0,6.0,2.0,2.0,4.0,2.0,4.0,0.0,0.0,0.0,0.625,0.0,0.0,0.0,1.0,1.0,0
4.0,1.0,0.0,6.0,4.0,6.0,4.0,2.0,4.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0
7.0,1.0,0.0,5.0,19.0,0.0,0.0,5.0,6.0,0.333333,105.0,1.0,1.0,0.0,0.611111,0.0,0.0,13.714286,1.0,0.7143,0
1.0,4.0,0.0,2.0,2.0,0.0,0.0,2.0,1.0,2.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0
8.0,1.0,0.0,4.0,8.0,28.0,2.0,2.0,8.0,2.0,8.0,0.0,0.0,0.0,0.541667,0.0,0.0,0.0,1.0,1.0,0
4.0,1.0,0.0,2.0,7.0,4.0,0.0,2.0,3.0,0.833333,25.0,1.0,0.0,0.0,0.555556,0.0,0.0,4.75,1.0,0.5,0
4.0,3.0,0.0,2.0,8.0,6.0,2.0,0.0,4.0,2.0,20.0,0.0,0.0,1.0,0.666667,0.0,0.0,4.0,0.0,0.0,0
3.0,1.0,0.0,4.0,4.0,1.0,3.0,1.0,3.0,0.5,14.0,1.0,0.0,0.0,0.666667,0.0,0.0,3.333333,1.0,0.6667,0
14.0,1.0,0.0,7.0,15.0,55.0,6.0,1.0,14.0,0.846154,86.0,1.0,1.0,0.0,0.342857,0.0,0.0,4.714286,1.0,0.8571,0
0.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
